ID,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
2215,3,24,2,1,0,0,0,0,0,2728,0,1,2,0,0,0,1,0,1,0,0,18,0,1,0,1,2,1,0,0,1
2216,3,23,2,0,0,0,0,0,0,8596,3,3,3,0,1,0,0,0,4,0,0,56,1,0,1,1,2,1,1,0,1
2217,0,30,2,0,0,0,0,0,0,2951,0,1,3,1,0,0,0,0,1,0,0,25,0,0,1,1,2,1,0,0,0
2218,3,50,2,1,0,0,0,0,0,1123,0,4,3,0,0,0,0,1,4,1,0,29,0,0,1,1,2,1,0,0,1
2219,3,15,3,0,0,0,0,0,0,2093,4,3,3,0,1,0,0,0,4,0,1,70,1,0,1,1,2,2,1,0,1
2220,1,5,3,0,0,0,0,0,0,3294,4,3,3,0,1,1,0,1,2,1,0,28,0,1,1,1,2,2,0,0,1
2221,3,8,2,1,0,0,0,0,0,979,0,2,1,0,0,1,0,0,2,0,0,39,0,0,1,3,2,1,0,0,1
2222,0,32,2,0,0,0,0,0,0,966,0,4,3,0,1,0,0,0,2,0,0,37,1,0,1,1,3,1,0,0,1
2223,1,11,3,0,0,1,1,0,0,1920,1,4,3,0,1,0,0,0,4,0,0,48,0,1,0,2,1,2,0,0,1
2224,1,14,2,0,0,1,1,0,0,1980,0,2,1,0,0,0,0,0,3,1,0,22,0,0,1,1,3,1,1,0,1
2225,1,34,3,0,0,0,0,0,1,7899,3,1,2,0,1,0,1,0,4,0,0,33,1,0,1,1,2,1,1,0,1
2226,0,25,3,0,0,1,0,0,0,3907,4,3,2,0,0,0,0,0,4,0,0,30,0,0,0,1,2,1,0,0,0
2227,3,23,4,0,0,0,0,0,0,2123,0,1,3,0,0,1,0,0,2,0,0,21,0,0,1,1,2,1,0,0,1
2228,1,9,2,0,0,0,0,0,0,577,4,3,2,0,0,1,0,0,2,1,0,37,0,0,1,1,2,1,0,0,0
2229,0,24,2,1,0,0,0,0,0,1502,0,3,3,0,1,0,0,0,1,0,0,31,0,0,1,1,2,1,1,0,0
2230,3,28,0,0,1,0,0,1,0,6517,0,4,2,0,0,0,0,0,2,0,1,32,0,0,1,1,2,1,1,0,0
2231,0,9,2,1,0,0,0,0,0,1283,0,2,2,0,0,0,0,0,4,0,0,21,0,1,0,1,2,1,0,0,0
2232,2,12,3,0,0,0,0,1,0,3617,2,2,3,0,0,1,0,0,1,0,0,22,0,0,1,1,2,1,0,0,1
2233,3,25,2,0,0,0,0,0,0,8625,0,4,3,0,1,0,0,0,2,0,1,49,0,0,1,1,2,1,0,0,0
2234,3,25,2,0,1,0,0,0,1,2615,4,0,3,0,1,0,0,0,4,0,1,37,0,0,1,1,2,1,1,0,1
2235,1,20,2,0,0,0,1,0,0,7377,1,2,2,0,0,0,0,0,4,0,1,44,0,0,1,1,2,1,1,0,1
2236,1,11,2,0,0,0,1,0,0,1472,0,2,2,0,0,1,0,0,2,1,0,23,1,0,1,1,2,1,0,1,1
2237,3,6,2,0,0,0,1,0,0,1075,0,1,3,1,1,0,0,1,1,0,0,32,0,0,1,1,2,1,0,0,1
2238,1,23,2,0,0,0,0,0,0,2389,0,3,2,0,1,0,0,0,4,0,0,34,1,0,0,1,2,2,1,0,1
2239,3,23,4,0,0,1,0,0,0,1532,0,3,3,0,0,0,0,0,2,1,0,21,0,0,1,1,1,1,1,0,1
2240,3,19,2,0,0,0,0,0,0,295,0,2,2,0,0,0,0,0,2,0,0,24,0,1,1,1,2,1,0,0,0
2241,0,11,2,0,0,0,0,0,0,1993,3,3,1,0,0,0,0,0,4,0,0,20,0,1,0,1,1,1,0,0,1
2242,1,35,2,0,0,0,0,0,0,2235,1,2,3,0,1,0,0,0,3,0,1,38,0,0,0,1,2,1,1,0,0
2243,3,23,2,0,0,0,0,0,1,9999999,0,1,1,0,1,0,0,0,3,1,0,28,1,0,0,1,3,1,0,0,1
2244,3,24,2,0,0,0,1,0,0,1439,0,1,2,0,0,0,1,1,1,0,0,26,0,1,1,1,2,1,0,0,1
2245,3,38,4,0,0,0,1,0,0,6579,0,4,3,0,1,0,0,0,3,0,1,44,0,0,1,1,,2,0,0,1
2246,3,16,2,0,0,0,0,0,0,1390,0,4,3,0,1,0,0,1,3,0,0,55,0,0,1,1,2,1,0,0,1
2247,1,16,2,1,0,0,1,0,0,1954,0,4,4,0,0,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0,0
2248,0,21,2,0,0,1,0,0,0,1373,0,1,3,0,0,0,1,0,1,0,0,20,0,0,1,1,2,1,0,0,1
2249,0,13,4,0,0,1,0,0,0,10027,4,3,3,0,1,1,0,0,2,0,0,23,0,0,0,2,1,1,1,0,1
2250,1,8,4,1,1,0,0,0,0,6369,4,2,1,0,0,0,0,0,4,0,0,42,0,0,0,1,1,1,1,0,1
2251,2,23,2,1,0,0,0,0,0,6938,2,2,4,0,1,0,0,0,4,0,0,30,0,0,1,1,2,2,1,0,1
2252,0,14,4,0,0,0,0,0,0,1182,0,2,3,1,1,0,0,0,4,1,1,36,0,0,0,1,3,1,0,0,0
2253,3,13,4,0,0,1,0,0,0,6075,0,4,1,0,0,0,0,0,2,0,0,32,0,0,1,1,1,1,0,0,1
2254,3,25,0,0,0,0,0,0,1,3907,0,3,3,0,1,0,0,0,4,0,0,33,1,0,1,2,2,1,0,0,1
2255,1,15,2,0,0,0,0,0,0,315,0,1,2,0,1,0,0,1,2,1,0,38,0,1,0,1,1,1,0,0,1
2256,3,13,2,0,0,1,1,0,0,2789,4,1,2,0,1,0,0,0,1,0,0,21,0,0,1,1,2,1,0,0,1
2257,0,23,2,0,0,0,0,0,0,4596,2,1,1,0,0,0,0,0,2,0,0,26,0,0,1,1,2,1,1,0,0
2258,1,9,2,0,0,0,0,0,0,990,1,1,3,0,0,1,0,0,2,1,0,25,0,0,1,1,2,1,0,0,1
2259,3,48,2,1,0,0,1,,0,938,1,2,4,0,1,0,0,0,2,0,1,52,0,0,1,1,0,2,1,0,1
2260,0,12,2,0,0,0,0,0,0,3730,1,2,2,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0,0
2261,3,23,2,1,0,1,0,0,0,1738,0,3,3,0,1,0,0,0,4,0,0,59,0,0,1,1,2,1,0,0,0
2262,0,10,2,0,0,0,0,0,0,222,0,2,3,0,1,0,0,0,2,0,1,53,0,0,1,1,2,1,0,0,1
2263,0,13,0,1,0,0,0,0,0,1858,0,4,3,0,0,0,0,0,1,0,0,47,0,0,1,1,1,1,0,1,1
2264,0,24,1,0,0,0,1,0,0,9999999,0,4,3,0,1,0,0,0,1,0,0,28,0,0,0,1,2,1,0,0,1
2265,1,16,2,1,0,1,0,0,0,1663,3,3,1,0,0,0,0,0,2,0,0,23,1,0,1,1,2,1,0,0,1
2266,0,26,2,1,0,0,0,1,0,5901,0,2,3,0,0,0,0,0,2,0,0,39,0,0,1,1,2,2,1,0,1
2267,3,23,4,0,0,0,0,0,1,721,0,3,4,1,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
2268,0,15,3,0,0,0,0,0,0,984,2,4,1,1,0,1,0,0,2,1,0,43,0,0,1,1,2,1,0,0,1
2269,1,15,2,1,0,0,1,0,0,1284,0,3,3,0,1,0,0,0,4,0,1,70,0,0,1,1,1,1,0,0,0
2270,0,20,2,0,0,1,0,0,0,3191,4,2,2,0,0,0,0,0,2,1,0,29,0,0,1,1,2,1,0,0,0
2271,0,33,2,1,0,1,1,0,0,1441,4,2,3,0,1,1,0,0,4,0,0,31,0,0,1,1,2,1,0,0,1
2272,1,6,2,0,0,0,0,0,0,1084,2,2,3,0,0,0,0,0,1,0,0,25,1,1,1,1,2,1,1,0,0
2273,0,62,0,1,0,0,0,0,0,4876,0,1,0,0,0,0,0,0,4,0,0,63,0,0,1,1,0,2,1,0,1
2274,3,7,2,0,0,0,0,0,0,2944,0,2,3,0,0,0,0,0,2,0,0,38,0,0,1,1,2,1,0,0,1
2275,3,11,4,0,0,0,0,0,0,3193,0,3,4,0,1,0,1,0,2,1,0,31,0,0,1,2,2,1,0,0,0
2276,1,24,2,0,0,1,0,0,0,1993,0,4,3,0,1,0,0,0,4,0,1,44,0,0,1,1,2,2,1,0,1
2277,0,6,4,0,0,0,1,0,0,1169,4,4,4,0,1,0,0,0,4,1,0,999,0,0,1,2,2,1,1,0,1
2278,3,12,4,0,0,0,0,1,0,2096,0,3,2,0,1,0,0,0,3,1,0,49,0,0,1,1,1,2,0,0,1
2279,0,42,2,0,0,1,0,0,0,7882,0,3,2,0,1,0,0,1,4,0,0,45,0,0,0,1,2,2,0,0,1
2280,3,36,2,0,0,0,0,1,0,9055,4,2,2,0,1,0,0,0,4,0,1,35,0,0,0,1,1,2,1,0,1
2281,3,24,2,0,0,1,0,0,0,2835,2,4,3,0,1,0,0,0,4,0,0,53,0,0,1,1,2,1,0,0,1
2282,1,36,2,0,1,0,0,0,0,6948,0,2,2,0,1,0,0,0,2,0,0,35,0,1,0,1,3,1,1,0,1
2283,3,12,2,0,0,0,1,0,0,3059,3,3,2,1,0,0,0,0,4,1,0,61,0,0,1,1,1,1,0,0,1
2284,1,30,4,1,0,0,0,0,0,5234,0,0,4,0,0,1,0,0,2,0,0,28,0,0,1,2,3,1,0,0,0
2285,1,12,2,0,0,0,1,0,0,1567,0,2,1,0,0,0,0,0,1,0,0,22,0,0,1,1,2,1,1,0,1
2286,0,24,4,1,0,0,0,0,0,1199,0,4,4,0,1,0,0,0,4,0,0,60,0,0,1,2,1,1,0,0,0
2287,0,15,2,1,0,0,0,0,0,1403,0,2,2,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,1
2288,0,24,2,0,0,0,1,0,0,1282,1,2,4,0,0,0,0,0,2,0,0,999,0,0,1,1,1,1,0,0,0
2289,3,24,4,0,0,0,1,0,0,2424,4,4,4,0,1,0,0,0,4,0,0,53,0,0,1,2,2,1,0,0,1
2290,1,24,2,0,1,0,0,0,0,12579,0,4,4,0,0,0,0,0,2,0,1,44,0,0,0,1,3,1,1,0,0
2291,0,10,4,1,0,0,0,0,0,2241,0,1,1,0,1,0,0,0,3,1,0,48,0,1,0,2,1,2,0,1,1
2292,1,12,4,0,1,0,0,0,0,1804,1,1,3,0,1,0,0,0,4,0,0,44,0,0,1,1,2,1,0,0,1
2293,3,10,4,0,0,1,0,0,0,2069,4,2,2,0,0,1,0,0,1,0,0,26,0,0,1,2,2,1,0,1,1
2294,0,6,2,0,0,1,0,0,0,1374,0,2,1,0,1,0,0,0,2,1,0,36,1,0,1,1,1,1,1,0,1
2295,2,12,1,0,0,0,1,0,0,409,3,2,3,0,0,0,0,0,3,1,0,42,0,1,0,2,2,1,0,0,1
2296,1,7,2,0,0,0,1,0,0,2415,0,2,3,0,1,0,0,1,2,1,0,34,0,0,1,1,2,1,0,0,1
2297,0,60,3,0,0,0,0,0,1,6836,0,4,3,0,1,0,0,0,4,0,1,63,0,0,1,2,2,1,1,0,0
2298,1,18,2,0,0,0,0,0,1,1913,3,1,3,0,0,1,0,0,3,1,0,36,1,0,1,1,2,1,1,0,1
2299,0,24,2,0,0,1,0,0,0,4020,0,2,2,0,1,0,0,0,2,0,0,27,1,0,1,1,2,1,0,0,1
2300,1,18,2,1,0,0,0,0,0,5866,1,2,2,0,1,0,0,0,2,0,0,30,0,0,1,2,2,1,1,0,1
2301,3,12,4,0,0,0,0,0,1,1264,4,4,4,0,1,0,0,0,4,0,1,57,0,1,0,1,1,1,0,0,1
2302,2,12,2,0,0,1,0,0,0,1474,0,1,4,0,0,0,0,0,1,0,0,33,1,0,1,1,3,1,1,0,1
2303,1,45,4,0,0,0,1,0,0,4746,0,1,4,0,1,0,0,0,2,0,0,25,0,0,1,2,1,1,0,0,0
2304,3,48,4,0,0,0,0,1,0,6110,0,2,1,0,1,0,0,0,3,0,1,31,1,0,0,1,2,1,1,0,1
2305,2,18,2,0,0,0,1,0,0,2100,0,2,4,0,1,0,1,0,2,1,0,37,1,0,1,1,2,1,0,0,0
2306,2,10,2,0,0,0,0,0,0,1225,0,2,2,0,1,0,0,0,2,0,0,37,0,0,1,1,2,1,1,0,1
2307,1,9,2,0,0,0,1,0,0,458,0,2,4,0,1,0,0,0,3,1,0,24,0,0,1,1,2,1,0,0,1
2308,1,12,2,0,0,0,1,0,0,1158,2,2,3,1,0,0,0,0,1,0,0,26,0,0,1,1,2,1,1,0,1
2309,1,18,3,0,0,0,0,0,0,6204,0,2,2,0,1,0,0,0,4,1,0,44,0,0,1,1,1,2,1,0,1
2310,0,30,4,0,1,0,0,0,0,6187,1,3,1,0,0,1,0,0,4,0,0,24,0,1,0,2,2,1,0,0,1
2311,0,48,4,0,1,0,0,0,0,6143,0,4,4,0,0,0,0,0,4,0,1,58,1,0,0,2,1,1,0,0,0
2312,3,11,4,1,0,0,0,0,0,1393,0,1,4,0,0,0,0,0,4,0,0,35,0,0,1,2,3,1,0,0,1
2313,3,11,4,1,0,0,0,0,0,7228,0,2,1,0,1,0,0,0,4,0,0,39,0,0,1,2,1,1,0,0,1
2314,3,12,2,0,0,0,1,0,0,2073,1,2,4,0,0,0,1,0,2,1,0,28,0,0,1,1,2,1,0,0,1
2315,1,27,3,0,1,0,0,0,0,5965,0,4,1,0,1,0,0,0,2,0,0,30,0,0,1,2,3,1,1,0,1
2316,3,12,2,0,0,0,1,0,0,1262,0,2,3,0,1,0,0,0,2,0,0,25,0,0,1,1,2,1,0,0,1
2317,3,18,2,0,1,0,0,0,0,3378,4,2,2,0,1,0,0,0,1,0,0,31,0,0,1,1,2,1,1,0,1
2318,1,36,3,1,0,0,0,0,0,2225,0,4,4,0,1,0,0,0,4,0,1,57,1,0,0,2,2,1,1,0,0
2319,3,6,1,1,0,0,0,0,0,783,4,2,1,0,1,0,0,1,2,1,0,26,1,0,1,1,1,2,0,0,1
2320,1,12,2,0,0,0,1,0,0,6468,4,0,2,0,1,0,0,0,1,0,1,52,0,0,1,1,3,1,1,0,0
2321,3,36,4,0,0,0,1,0,0,9566,0,2,2,0,0,0,0,0,2,0,0,31,1,0,1,2,2,1,0,0,1
2322,1,9,2,0,0,0,0,0,1,1391,0,2,2,0,0,1,0,0,1,1,0,27,1,0,1,1,2,1,1,0,1
2323,1,15,4,0,0,0,1,0,0,1537,4,4,4,0,1,0,0,1,4,1,0,50,0,0,1,2,2,1,1,0,1
2324,1,36,0,0,0,0,0,0,1,1953,0,4,4,0,1,0,0,0,4,0,1,61,0,0,0,1,3,1,1,0,0
2325,3,24,2,0,0,0,1,0,0,3181,0,1,4,0,0,0,0,0,4,0,0,26,0,0,1,1,2,1,1,0,1
2326,3,27,2,0,0,0,0,0,0,5190,4,4,4,0,1,0,0,0,4,0,0,48,0,0,1,4,2,2,1,0,1
2327,3,12,2,0,0,0,1,0,0,2171,0,1,2,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,1
2328,1,12,2,1,0,0,0,0,0,1007,3,2,4,0,0,1,0,0,1,1,0,22,0,0,1,1,2,1,0,0,1
2329,3,36,2,0,0,0,0,1,0,1819,0,2,4,0,1,0,0,0,4,0,1,37,1,0,0,1,,1,1,0,0
2330,3,7,4,0,0,0,1,0,0,730,4,4,4,0,1,0,0,0,2,0,0,46,0,1,0,2,1,1,1,0,1
2331,1,42,4,0,0,0,0,0,1,5954,0,3,2,0,0,0,0,0,1,1,0,41,1,0,1,2,1,1,0,0,1
2332,0,12,4,0,1,0,0,0,0,1526,0,4,4,0,1,0,0,0,4,0,1,66,0,0,0,2,3,1,0,0,1
2333,1,11,3,0,0,0,1,0,0,4771,0,3,2,0,1,0,0,0,4,0,0,51,0,0,1,1,2,1,0,0,1
2334,1,30,2,0,0,1,0,0,0,3832,0,1,2,0,0,1,0,0,1,0,0,22,0,0,1,1,2,1,0,0,1
2335,3,15,2,0,0,0,1,0,0,1213,2,4,4,0,1,0,0,0,3,0,0,47,1,0,1,1,2,1,1,0,1
2336,0,24,2,0,0,0,0,0,0,1755,0,4,4,0,0,0,0,1,4,1,0,58,0,0,1,1,1,1,1,0,1
2337,3,12,4,0,0,0,0,0,1,1412,0,2,4,0,0,0,0,1,2,1,0,29,0,0,1,2,3,1,1,0,1
2338,1,18,4,0,0,1,0,0,0,1295,0,1,4,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0,1
2339,0,12,0,0,0,0,0,0,0,1108,0,3,4,0,1,0,0,0,3,1,0,28,0,0,1,2,2,1,0,0,0
2340,3,12,4,0,0,0,1,0,0,618,0,4,4,0,1,0,0,0,4,1,0,56,0,0,1,1,2,1,0,0,1
2341,2,24,4,0,0,1,0,0,0,3617,4,4,4,0,1,0,1,0,4,0,1,20,0,1,0,2,2,1,0,0,1
2342,1,12,2,1,0,0,0,0,0,1318,3,4,4,0,1,0,0,0,4,1,0,54,0,0,1,1,2,1,1,0,1
2343,1,54,0,0,0,0,0,0,1,15945,0,1,3,0,1,0,0,0,4,0,1,58,0,1,0,1,2,1,1,0,0
2344,3,12,4,0,0,0,0,1,0,2012,4,3,4,0,0,0,0,0,2,0,0,61,0,0,1,1,2,1,0,0,1
2345,1,36,4,0,0,0,1,0,0,2337,0,4,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0,1
2346,1,36,2,0,0,0,1,0,0,2323,0,3,4,0,1,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,1
2347,3,12,2,0,1,0,0,0,0,2445,4,1,2,0,0,1,0,0,4,0,0,26,0,1,0,1,2,1,1,0,1
2348,1,24,4,0,0,0,0,0,0,11938,0,2,2,0,1,0,1,0,3,0,0,39,0,0,1,2,3,2,1,0,0
2349,1,12,2,1,0,0,0,0,0,6078,0,3,2,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,0,0,1
2350,0,24,2,0,0,1,0,0,0,7721,4,1,1,0,0,0,0,0,2,0,0,30,0,0,1,1,2,1,1,1,1
2351,1,6,3,0,0,0,0,0,1,1449,1,4,1,1,0,0,0,0,2,0,0,31,1,0,1,2,2,2,0,0,1
2352,2,15,2,0,0,0,0,1,0,392,0,1,4,0,0,0,0,0,4,0,0,23,0,1,0,1,2,1,1,0,1
2353,1,18,2,1,0,0,0,0,0,6260,0,3,3,0,1,0,0,0,3,1,0,28,0,1,0,1,1,1,0,0,1
2354,3,36,4,1,0,0,0,0,0,7855,0,2,4,0,0,0,0,0,2,1,0,25,1,0,1,2,,1,1,0,0
2355,0,12,2,0,0,0,1,0,0,1680,2,4,3,0,0,1,0,0,1,1,0,35,0,0,1,1,2,1,0,0,1
2356,3,48,4,0,0,0,1,0,0,3578,4,4,4,0,1,0,0,0,1,1,0,47,0,0,1,1,2,1,1,0,1
2357,0,10,4,0,0,1,0,0,0,2132,4,1,2,0,0,0,1,0,3,1,0,27,0,1,0,2,2,1,0,1,1
2358,0,33,4,0,0,1,0,0,0,4281,2,2,1,0,0,0,0,0,4,0,0,23,0,0,1,2,2,1,0,0,0
2359,1,12,4,1,0,0,0,0,0,2366,2,3,3,1,0,0,0,0,3,0,0,36,0,0,1,1,3,1,1,0,1
2360,3,24,4,0,1,0,0,0,0,3868,0,4,4,0,0,0,0,0,2,0,0,41,0,1,0,2,3,1,1,0,1
2361,3,12,2,0,0,1,0,0,0,1768,0,2,3,0,1,0,0,0,2,1,0,24,0,1,0,1,1,1,0,0,1
2362,1,18,2,0,0,1,0,0,0,1924,4,1,4,0,0,0,0,0,3,1,0,27,0,1,0,1,2,1,0,0,0
2363,0,12,2,0,0,0,1,0,0,701,0,2,4,0,0,1,0,0,2,1,0,40,0,0,1,1,1,1,0,0,1
2364,0,12,4,1,0,0,0,0,0,3499,0,2,3,0,0,0,1,0,2,1,0,29,0,0,1,2,2,1,0,0,0
2365,1,48,2,1,0,0,0,0,0,8487,4,3,1,0,0,0,0,0,2,0,0,24,0,0,1,1,2,1,0,0,1
2366,0,36,3,0,0,0,0,1,0,6887,0,2,4,0,1,0,0,0,3,0,0,29,1,0,1,1,2,1,1,0,0
2367,3,15,2,0,0,1,0,0,0,2708,0,1,2,0,1,0,0,0,3,0,0,27,1,0,1,2,1,1,0,0,1
2368,3,18,2,0,0,1,0,0,0,1984,0,2,4,0,1,0,0,0,4,0,1,47,1,0,0,2,2,1,0,0,1
2369,3,60,2,0,0,0,1,0,0,10144,1,3,2,0,0,0,0,0,4,1,0,21,0,0,1,1,2,1,1,0,1
2370,3,12,4,0,0,0,1,0,0,1240,4,4,4,0,0,0,0,0,2,1,0,38,0,0,1,2,2,1,1,0,1
2371,3,27,3,0,1,0,0,0,0,8613,3,2,2,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0,1
2372,1,12,2,0,0,0,1,0,0,766,2,2,4,0,1,0,0,0,3,1,0,66,0,0,1,1,1,1,0,0,0
2373,1,15,4,0,0,0,1,0,0,2728,4,3,4,0,1,0,0,1,2,1,0,35,1,0,1,3,2,1,1,0,1
2374,2,12,2,0,0,0,1,0,0,1881,0,2,2,0,0,0,0,0,2,0,0,44,0,1,0,1,1,1,1,0,1
2375,2,6,2,1,0,0,0,0,0,709,3,1,2,0,0,1,0,0,2,1,0,27,0,0,1,1,0,1,0,1,1
2376,1,36,2,0,0,0,1,0,0,4795,0,1,4,0,0,0,0,0,1,0,1,30,0,0,1,1,3,1,1,0,1
2377,3,21,4,0,0,1,0,0,0,2288,0,1,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0,1
2378,0,6,4,1,0,0,0,0,0,860,0,4,1,0,0,0,0,0,4,0,1,39,0,0,1,2,2,1,1,0,1
2379,3,12,4,1,0,0,0,0,0,682,1,3,4,0,0,0,0,0,3,0,0,51,0,0,1,2,2,1,1,0,1
2380,3,18,4,0,0,0,1,0,0,1582,3,4,4,0,1,0,0,0,4,0,0,46,0,0,1,2,2,1,0,0,1
2381,3,6,2,0,0,0,1,0,0,1346,1,4,2,0,1,0,0,0,4,0,1,42,1,0,0,1,2,2,1,0,1
2382,1,24,4,0,1,0,0,0,0,7758,3,4,2,0,0,0,0,0,4,0,1,29,0,1,0,1,2,1,0,0,1
2383,0,12,2,0,0,1,0,0,0,1282,0,2,2,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0,0
2384,0,12,1,0,0,0,0,0,0,339,0,4,4,0,0,1,0,0,1,0,0,45,1,0,1,1,1,1,0,0,1
2385,1,24,2,1,0,0,0,0,0,3512,1,3,2,0,1,0,0,0,3,0,0,38,1,0,1,2,2,1,1,0,1
2386,3,24,4,0,0,0,1,0,0,2872,1,4,3,0,1,0,0,0,4,1,0,36,0,0,1,1,2,2,1,0,1
2387,3,18,4,1,0,0,0,0,0,1055,0,1,4,0,0,0,0,0,1,0,0,30,0,0,1,2,2,1,0,0,1
2388,1,10,2,1,0,0,0,0,0,7308,0,0,2,0,1,0,0,0,4,0,1,70,1,0,0,1,3,1,1,0,1
2389,3,36,2,1,0,0,0,0,0,909,2,4,4,0,1,0,0,0,4,0,0,36,0,0,1,1,2,1,0,0,1
2390,3,6,2,0,0,1,0,0,0,2978,2,2,1,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0,1
2391,0,18,2,0,0,1,0,0,0,1131,0,0,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0,0
2392,1,11,2,0,0,1,0,0,0,1577,3,1,4,0,0,0,0,0,1,1,0,20,0,0,1,1,2,1,0,0,1
2393,3,24,2,0,0,1,0,0,0,3972,0,3,2,0,0,0,0,0,4,0,0,25,0,1,0,1,2,1,1,0,1
2394,1,24,4,0,0,0,0,0,1,1935,0,4,4,1,0,0,0,0,4,1,0,999,0,0,1,2,2,1,1,0,0
2395,0,15,0,1,0,0,0,0,0,950,0,4,4,0,1,0,0,0,3,0,0,33,0,1,0,2,2,2,0,0,0
2396,1,24,3,0,0,1,0,0,0,2064,0,0,3,0,0,0,0,0,2,0,0,34,0,0,1,1,3,1,1,0,0
2397,0,21,3,0,0,0,0,1,0,3414,0,1,2,0,1,0,0,0,1,0,0,26,0,0,1,2,2,1,0,0,0
2398,3,30,1,0,1,0,0,0,0,7485,4,0,4,0,0,0,0,0,1,1,0,53,1,0,1,1,3,1,1,0,0
2399,0,12,2,0,0,1,0,0,0,2577,0,2,2,1,0,0,0,0,1,0,0,42,0,0,1,1,2,1,0,0,1
2400,3,12,2,0,0,0,1,0,0,1963,0,3,4,0,1,0,0,0,2,0,0,31,0,1,0,2,3,2,1,0,1
2401,3,36,3,0,0,0,0,0,1,9572,0,1,1,1,0,0,0,0,1,0,0,28,0,0,1,2,2,1,0,0,0
2402,1,36,3,0,0,0,0,0,1,4455,0,2,2,1,0,0,0,0,2,1,0,30,1,0,1,2,3,1,1,0,0
2403,0,21,1,1,0,0,0,0,0,1647,4,2,4,0,1,0,0,0,2,0,0,40,0,0,1,2,1,2,0,0,0
2404,3,24,4,0,0,1,0,0,0,3777,3,2,4,0,1,0,0,0,4,1,0,50,0,0,1,1,2,1,1,0,1
2405,3,15,4,0,0,0,1,0,0,1360,0,2,4,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,0,0,1
2406,1,9,1,0,1,0,0,0,0,5129,0,4,2,0,0,0,0,0,4,0,1,74,1,0,0,1,3,2,1,0,0
2407,1,16,4,1,0,0,0,0,0,1175,0,0,2,0,1,0,0,0,3,0,0,68,0,0,0,3,0,1,1,0,1
2408,0,12,2,0,0,0,1,0,0,674,1,3,4,0,0,1,0,0,1,0,0,20,0,0,1,1,2,1,0,0,0
2409,1,18,0,0,0,1,0,0,0,3244,0,2,1,0,0,0,0,0,4,0,0,33,1,0,1,2,2,1,1,0,1
2410,3,24,2,0,0,0,0,0,1,4591,3,2,2,0,1,0,0,0,3,0,0,54,0,0,1,3,3,1,1,0,0
2411,1,48,0,0,0,0,0,0,1,3844,1,3,4,0,1,0,0,0,4,0,1,34,0,0,0,1,1,2,0,0,0
2412,1,27,2,0,0,0,0,0,1,3915,0,2,4,0,1,0,0,0,2,0,0,36,0,0,1,1,2,2,1,0,0
2413,3,6,2,0,0,0,1,0,0,2108,0,3,2,0,0,1,0,0,2,1,0,29,0,1,0,1,2,1,0,0,1
2414,1,9,4,0,0,0,0,1,0,1501,0,4,2,0,0,0,0,0,3,0,0,34,0,0,1,2,3,1,1,0,0
2415,3,6,4,0,0,0,1,0,0,1382,0,2,1,0,0,0,0,0,1,0,0,28,0,0,1,2,2,1,1,0,1
2416,1,18,3,0,0,1,0,0,0,4297,0,4,4,1,0,0,0,0,3,0,1,40,0,0,1,1,3,1,1,0,0
2417,3,9,4,0,0,0,0,1,0,936,2,4,4,0,1,0,0,0,2,0,0,52,0,0,1,2,2,1,1,0,1
2418,0,12,2,1,0,0,0,0,0,1168,0,2,4,0,0,1,0,0,3,1,0,27,0,0,1,1,1,1,0,0,1
2419,3,27,3,0,0,0,0,0,1,5117,0,3,3,0,1,0,0,0,4,0,0,26,0,0,1,2,2,1,0,0,1
2420,0,12,2,0,0,0,0,0,0,902,0,3,4,0,0,1,0,0,4,0,0,21,0,1,0,1,2,1,0,0,0
2421,3,12,4,1,0,0,0,0,0,1495,0,4,4,0,1,0,0,0,1,1,0,38,0,0,1,2,1,2,0,0,1
2422,0,30,4,0,1,0,0,0,0,10623,0,4,3,0,1,0,0,0,4,0,1,38,0,0,0,3,3,2,1,0,1
